,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
326,17,2," For You are the Father of all things movable and immovable, the Worshipful, the Master of Masters! In all the worlds there is none equal to You, how then superior, O You who stand alone, Supreme. ","O Lord of the universe, I see You with many arms, abdomen, speech and eyes. I see You in infinite form in all directions.  ॥","Therefore, O Lord, I offer my respectful obeisances unto You, who are dear to my friend, who is dear to my friend, and who is dear to my dear friend.  ॥","  That one is dear to me who runs not after the pleasant or away from the painful, grieves not, lusts not, but lets things come and go as they happen. ",0.26649982,0.1404201,0.4386417
327,17,3," Therefore I prostrate myself before You, O Lord! Most Adorable! I salute You, I ask Your blessing. Only You can be trusted to bear with me, as father to son, as friend to friend, as lover to his beloved. ","I see You, who are all-pervading, who shines like a crown, a club, a wheel, a radiance of the sun, and is very effulgent in all directions. .",I am delighted to see what I have never seen before and I am overwhelmed with fear and my mind is disturbed. Please show me my form. .,"  That devotee who looks upon friend and foe with equal regard, who is not buoyed up by praise nor cast down by blame, alike in heat and cold, pleasure and pain, free from selfish attachments, ",0.27576452,0.39853367,0.15114492
328,17,4," I rejoice that I have seen what never man saw before; yet, O Lord! I am overwhelmed with fear. Please take again the Form I know. Be merciful, O Lord! you Who are the Home of the whole universe. ","You are the imperishable, the supreme, the supreme treasure of this universe. You are the inexhaustible protector of the eternal religious principles. You are the Supreme Personality of Godhead.  ॥","I wish to see You in the form of a crown, a club, a wheel, a wheel-bearing hand, and in the same form, O thousand-armed one, O thousand-armed one, be formed in the form of the universe. ."," the same in honor and dishonor, quiet, ever full, in harmony everywhere, firm in faith  such a one is dear to me. ",0.38338658,0.43874544,0.37578738
329,17,5," I long to see You as you were before, with the crown, the sceptre and the discus in Your hands; in Your other Form, with Your four hands, O You Whose arms are countless and Whose forms are infinite. ","I see You, whose eyes are infinite, infinite, infinite, infinitely powerful, the eyes of the moon, the sun and the sun. .","The Supreme Personality of Godhead said: O Arjuna, I have shown you this supreme form of Yourself, O Arjuna, because I have never seen You in the universe, which is the beginning of the universe. .","  Those who meditate upon this immortal dharma as I have declared it, full of faith and seeking me as lifes supreme goal, are truly my devotees, and my love for them is very great. ",0.37392598,0.36896896,0.348342
330,17,6," Lord Shri Krishna replied: My beloved friend! It is only through My grace and power that you have been able to see this vision of splendour, the Universal, the Infinite, the Original. Never has it been seen by any but you. ","O great soul, You have seen the fierce form of the universe, which is the difference between heaven and earth and all directions.  ॥","O mighty warrior of the Kurus, I cannot see any other form of this human being in this way by the study of the Vedas, sacrifices, alms or rituals.  ॥","  Of the devotees who thus worship You, incessantly attached, and those who  worship the Imperishable Unmanifest, which are the better yogins?  The Lord Said:   ",0.32274193,0.3268865,0.35748684
331,17,7," Not by study of the scriptures, not by sacrifice or gift, not by ritual or rigorous austerity, is it possible for man on earth to see what you have seen, O you foremost hero of the Kuruclan! ","Some of the hosts of demigods, who are frightened with folded palms, enter You.  ॥","Don’t be distressed, don’t be confused, seeing this terrible form of mine. .","  Those I regard as the best yogins who, riveting their minds on Me, ever  attached, worship Me, with the highest faith.   ",0.26965228,0.3479996,0.15043935
332,17,8," Be not afraid or bewildered by the terrible vision. Put away your fear and, with joyful mind, see Me once again in My usual Form.” ","All the Rudras, Aditis, Vasus, Sādhyas, Aśvinīs, Maruts, Choṣmapas, Gandharvas, Yakṣas, Asuras, Siddhas and hosts of siddhas are all amazed.  ॥","Sanjaya said to Arjuna, “Assembly, Lord Vāsudeva, the great sage, again consoled her form and again consoled him and became frightened and again became very gentle.  ॥","  But those who worship the Imperishable, the indefinable, the Unmanifest, the  Omnipresent, the Unthinkable, the Rock-seated, the Immovable, the  Unchanging,   ",0.36035866,0.334891,0.18506002
333,17,9," Sanjaya continued: “Having thus spoken to Arjuna, Lord Shri Krishna showed Himself again in His accustomed form; and the Mighty Lord, in gentle tones, softly consoled him who lately trembled with fear. ","I was so greatly expressed in many ways, O mighty-armed one, with many arms, thighs and feet.  ॥","Arjuna said: O Janārdana, I have now seen this human form, O son of Lord Brahmā.  ॥","  Keeping the whole host of senses in complete control, looking on all with an  impartial eye, engrossed in the welfare of all beings—these come indeed to Me.   ",0.23429637,0.33798853,0.15966384
334,17,10," Arjuna said: Seeing You in Your gentle human form, my Lord, I am myself again, calm once more. ","O Lord Visnu, I cannot find peace or patience in the sky, and I cannot find peace in the sky.  ॥","The Supreme Personality of Godhead, the Supreme Personality of Godhead, said: You have seen this form of the Supreme Personality of Godhead, who is always eager to see this form of the demigods.  ॥",  Greater is the travail of those whose mind is fixed on the Unmanifest; for it is  hard for embodied mortals to gain the Unmanifest—Goal.   ,0.2456928,0.32542467,0.37976187
335,17,11, Lord Shri Krishna replied: It is hard to see this vision of Me that you have seen. Even the most powerful have longed for it in vain. ,"O Lord of the gods, O Lord of the universe, O Lord of the universe, O Lord of the universe, I do not know the directions of Your faces, which are as terrible as the fire of time. .","I am not able to see Me in such a way that I cannot see Me in the Vedas, austerities, charity or sacrifice.  ॥","  But those who casting all their actions on Me, making Me their all in all,  worship Me with the meditation of undivided devotion,   ",0.41508174,0.4191958,0.54233426
336,17,12," Not by study of the scriptures, or by austerities, not by gifts or sacrifices, is it possible to see Me as you have done. ","All the sons of Dhṛtarāṣṭra, the son of Dhṛtarāṣṭra, along with the hosts of the rulers of the earth, Bhīṣma, the son of Sūta, and also to us, the son of Sūta, the son of the warriors.",O Arjuna I am able to know and enter into the truth by devotion to the Supreme Personality of Godhead with devotion .,"  Of such, whose thoughts are centered on Me, O Arjuna, I become before long the  Deliverer from the ocean of this world of death.    ",0.40417776,0.34072345,0.6423822
337,17,13," Only by tireless devotion can I be seen and known; only thus can a man become one with Me, O Arjuna! ","The words of the Lord are in a hurry, and the fangs of the fangs are terrified, and some of them are seen in the midst of the teeth of the Lord.","O son of Pāṇḍu, the Supreme Personality of Godhead, who performs My activities and who is devoted to Me and who is free from attachment, is free from all attachments to all living entities. .","  On Me set your mind, on Me rest your conviction; thus without doubt shall you  remain only in Me hereafter.   ",0.5136854,0.3290264,0.40357855
338,17,14," He whose every action is done for My sake, to whom I am the final goal, who loves Me only and hates no one – O My dearest son, only he can realize Me!” ","Just as many rivers of rivers flow towards the ocean, so these heroes enter your mouths and are illuminated by the sun-god. ."," ARJUNA  Of those steadfast devotees who love you and those who seek you as the eternal formless Reality, who are the more established in yoga? ","  If you can not set your mind steadily on Me, then by the method of constant  practice seek to win Me, O Arjuna.   ",0.36766848,0.30670094,0.38986403
